URL,80
acp.eprison.de,X,
api.eprison.de,X,
assets.eprison.de,X,
cdn.eprison.de,X,
chat.eprison.de,X,
data.eprison.de,X,
dev.eprison.de,X,
eprison.de,X,
fileserver.eprison.de,X,
ftp2.eprison.de,X,
ftp.eprison.de,X,
images.eprison.de,X,
josy.eprison.de,X,
plesk.eprison.de,X,
swclan.eprison.de,X,
webmail.eprison.de,X,
wolfenstein-scene.eprison.de,X,
www.dev.eprison.de,X,
www.eprison.de,X,
xcdn.eprison.de,X,
